from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
2001,PORI1,2,0,220__0__155__TZM__310__310,KPL__1__6305__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__184__TZM__128__128,23__0__139__TZM__106__1__106__1
PORI2,2002,2,0,KPL__0__6436__RAIL__Rail_SaSu+Hol,230__0__413__TZM__303__2__303__2
8165,WATE1,2,0,130__1__716__TZM__401__401,HVL__1__3829__RAIL__Rail_SaSu+Hol
7026,7224,2,120,12__1__136__NBM__7__5__7__5,2__0__209__NBM__12__6__12__6
7026,7224,2,120,12__1__100__NBM__38__5__38__5,2__0__107__NBM__27__5__27__5
WATE2,9165,2,0,HVL__0__3626__RAIL__Rail_MTuWThF-XHol,130__0__169__TZM__439__439
1001,PARA1,2,0,260__1__404__UZM__4703__4703,KPL__1__6423__RAIL__Rail_SaSu+Hol
PARA2,1001,2,240,KPL__0__6444__RAIL__Rail_SaSu+Hol,262__0__717__UZM__4101__4101
7730,7730,2,120,23__1__180__TZM__106__1__106__1,7__1__234__TZM__114__2__114__2
8140,WATE1,2,0,160__1__148__TZM__614__614,HVL__1__3621__RAIL__Rail_MTuWThF-XHol
6733,6730,2,120,7__0__705__TZM__101__1__101__1,23__0__703__TZM__107__107
7720,7700,2,60,17__1__704__TZM__112__112,7__1__710__TZM__106__106
2002,PORI2,2,0,60__0__711__MNM__1061__1061,KPL__0__6440__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__140__TZM__319__319,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__140__TZM__319__1__319__1,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
PARA2,1001,2,240,KPL__0__6438__RAIL__Rail_SaSu+Hol,261__0__713__UZM__4103__4103
7730,7730,2,120,23__1__102__TZM__104__2__104__2,7__1__112__TZM__234__234
PARA2,1001,2,240,KPL__0__6454__RAIL__Rail_SaSu+Hol,261__0__721__UZM__4103__4103
1501,WAIK,2,240,281__0__715__UZM__4102__4102,KPL__1__6445__RAIL__Rail_SaSu+Hol
7720,7700,2,60,29__1__454__TZM__103__1__103__1,7__1__488__TZM__104__1__104__1
6055,6017,2,240,1__1__276__TZM__226__226,23__0__173__TZM__244__244
8165,WATE1,2,0,130__1__472__TZM__420__420,HVL__1__3853__RAIL__Rail_SaSu+Hol
7730,7730,2,120,23__1__134__TZM__104__2__104__2,7__1__180__TZM__205__3__205__3
2002,PORI1,2,0,236__1__420__TZM__306__1__306__1,KPL__1__6451__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__718__TZM__304__304,KPL__1__6451__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__254__TZM__153__153,29__1__152__TZM__129__129
PORI1,2002,2,0,KPL__1__6309__RAIL__Rail_MTuWThF-XHol,60__1__136__MNM__3012__3012
TAIT2,9251,2,0,HVL__0__3848__RAIL__Rail_SaSu+Hol,120__0__461__TZM__417__417
2003,PORI1,2,0,226__0__107__TZM__309__309,KPL__1__6213__RAIL__Rail_MTuWThF-XHol
PETO2,9001,2,0,HVL__0__3814__RAIL__Rail_SaSu+Hol,154__0__401__TZM__407__1__407__1
3081,3081,2,120,60__1__700__MNM__1021__1021,1__1__700__TZM__202__202
9001,PETO1,2,0,154__0__409__TZM__407__1__407__1,HVL__1__3829__RAIL__Rail_SaSu+Hol
PORI2,2002,2,0,KPL__0__6234__RAIL__Rail_MTuWThF-XHol,236__0__107__TZM__309__309
7720,7700,2,60,17__1__702__TZM__105__105,7__1__706__TZM__106__106
PORI2,2001,2,0,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,220__0__187__TZM__307__2__307__2
PORI2,2001,2,0,KPL__0__8216__RAIL__Rail_MTuWThF-XHol,220__0__187__TZM__307__2__307__2
PORI2,2001,2,0,KPL__0__6226__RAIL__Rail_MTuWThF-XHol,210__0__111__TZM__313__313
2003,PORI1,2,0,226__0__409__TZM__307__1__307__1,KPL__1__6417__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3858__RAIL__Rail_SaSu+Hol,130__0__473__TZM__420__420
PORI2,2001,2,0,KPL__0__6456__RAIL__Rail_SaSu+Hol,220__0__445__TZM__304__1__304__1
8580,UPPE,2,240,110__1__724__TZM__506__506,HVL__1__3837__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,160__1__420__TZM__601__1__601__1,HVL__1__3829__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,160__1__170__TZM__614__614,HVL__1__3653__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__106__TZM__407__2__407__2,HVL__1__2607__RAIL__Rail_MTuWThF-XHol
PARE,2600,2,240,KPL__0__6360__RAIL__Rail_MTuWThF-XHol,236__0__147__TZM__316__316
4915,4915,2,0,22__1__448__NBM__23__4__23__4,21__1__448__NBM__201__7__201__7
7026,7224,2,120,12__1__164__NBM__54__1__54__1,2__0__265__NBM__74__1__74__1
7720,7700,2,60,29__1__408__TZM__117__1__117__1,7__1__420__TZM__204__2__204__2
8140,WATE1,2,0,160__1__710__TZM__601__601,HVL__1__3833__RAIL__Rail_SaSu+Hol
6720,7720,2,120,7__0__459__TZM__211__211,29__0__433__TZM__103__1__103__1
FEAT,1810,2,0,WRL__0__1614__RAIL__Rail_SaSu+Hol-Xmas_(WRL),200__0__403__TZM__1001__1__1001__1
PORI2,2001,2,0,KPL__0__6242__RAIL__Rail_MTuWThF-XHol,220__0__141__TZM__306__2__306__2
PORI1,2002,2,0,KPL__1__6317__RAIL__Rail_MTuWThF-XHol,60__1__144__MNM__3221__3221
WATE2,9140,2,0,HVL__0__3852__RAIL__Rail_SaSu+Hol,170__0__445__TZM__601__1__601__1
9001,PETO1,2,0,154__0__115__TZM__408__1__408__1,HVL__1__2631__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__4624__RAIL__Rail_MTuWThF-XHol,150__0__145__TZM__412__1__412__1
WATE2,9165,2,0,HVL__0__3638__RAIL__Rail_MTuWThF-XHol,150__0__145__TZM__412__1__412__1
WATE2,9165,2,0,HVL__0__3640__RAIL__Rail_MTuWThF-XHol,150__0__145__TZM__412__1__412__1
6733,6730,2,120,7__0__715__TZM__115__115,23__0__713__TZM__114__114
UPPE,8579,2,240,HVL__0__3814__RAIL__Rail_SaSu+Hol,112__0__401__TZM__508__508
WAIK,1501,2,240,KPL__0__6232__RAIL__Rail_MTuWThF-XHol,281__0__113__UZM__808__808
WATE2,9140,2,0,HVL__0__3850__RAIL__Rail_SaSu+Hol,170__0__719__TZM__402__402
3081,3081,2,120,19e__0__101__TZM__202__2__202__2,1__1__284__TZM__204__3__204__3
2001,PORI1,2,0,226__0__121__TZM__304__2__304__2,KPL__1__6233__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__419__TZM__301__1__301__1,KPL__1__6425__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,226__0__109__TZM__304__2__304__2,KPL__1__6215__RAIL__Rail_MTuWThF-XHol
TAIT2,9251,2,0,HVL__0__3848__RAIL__Rail_SaSu+Hol,120__0__729__TZM__601__601
SILV,8416,2,240,HVL__0__3836__RAIL__Rail_SaSu+Hol,115__0__413__TZM__506__1__506__1
TAIT2,9251,2,0,HVL__0__3830__RAIL__Rail_SaSu+Hol,120__0__425__TZM__413__413
WATE2,9140,2,0,HVL__0__3636__RAIL__Rail_MTuWThF-XHol,160__0__157__TZM__602__2__602__2
PORI2,2001,2,0,KPL__0__6214__RAIL__Rail_MTuWThF-XHol,210__0__101__TZM__311__311
PORI2,2001,2,0,KPL__0__6214__RAIL__Rail_MTuWThF-XHol,210__0__101__TZM__311__1__311__1
3081,3081,2,120,19__0__149__TZM__130__130,1__1__178__TZM__138__138
2003,PORI1,2,0,220__1__432__TZM__304__1__304__1,KPL__1__6439__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__433__TZM__302__1__302__1,KPL__1__6439__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__455__TZM__301__1__301__1,KPL__1__6461__RAIL__Rail_Sa
7720,7700,2,60,17__1__436__TZM__102__1__102__1,7__1__478__TZM__211__211
WAIK,1501,2,240,KPL__0__6218__RAIL__Rail_MTuWThF-XHol,280__0__117__UZM__808__808
3081,3081,2,120,60__1__118__MNM__3202__3202,1__1__176__TZM__153__153
8140,WATE1,2,0,160__1__100__TZM__601__2__601__2,HVL__1__2605__RAIL__Rail_MTuWThF-XHol
PARE,2600,2,240,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,236__0__137__TZM__319__319
PARE,2600,2,240,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,236__0__137__TZM__319__1__319__1
7017,7017,2,120,29__0__431__TZM__117__1__117__1,1__0__469__TZM__206__1__206__1
WATE2,9140,2,0,HVL__0__4614__RAIL__Rail_MTuWThF-XHol,170__0__159__TZM__614__614
WATE2,9140,2,0,HVL__0__3628__RAIL__Rail_MTuWThF-XHol,170__0__159__TZM__614__614
8580,UPPE,2,240,110__1__416__TZM__501__1__501__1,HVL__1__3823__RAIL__Rail_SaSu+Hol
7017,7017,2,120,29__0__147__TZM__139__139,1__0__257__TZM__234__234
PORI2,2001,2,0,KPL__0__6234__RAIL__Rail_MTuWThF-XHol,220__0__131__TZM__310__310
WATE2,9165,2,0,HVL__0__3654__RAIL__Rail_MTuWThF-XHol,150__0__155__TZM__431__431
8165,WATE1,2,0,150__1__440__TZM__409__409,HVL__1__3861__RAIL__Rail_Sa
1501,WAIK,2,240,280__0__709__UZM__4102__4102,KPL__1__6431__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__166__TZM__439__439,HVL__1__3617__RAIL__Rail_MTuWThF-XHol
5915,5915,2,0,22__0__721__NBM__41__2__41__2,21__0__721__NBM__206__5__206__5
1001,PARA1,2,0,262__1__400__UZM__4701__4701,KPL__1__6417__RAIL__Rail_SaSu+Hol
6224,6224,2,240,2__1__470__NBM__17__4__17__4,12__0__429__NBM__2__8__2__8
2003,PORI1,2,0,226__0__117__TZM__304__2__304__2,KPL__1__6229__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__156__TZM__147__147,29__1__122__TZM__105__2__105__2
6720,7720,2,120,7__0__221__TZM__117__2__117__2,17__0__153__TZM__103__2__103__2
7017,7017,2,120,23__1__138__TZM__111__3__111__3,1__0__217__TZM__143__143
2002,PORI2,2,0,60__0__433__MNM__2041__2041,KPL__0__6450__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__262__TZM__203__2__203__2,29__1__156__TZM__103__2__103__2
WATE2,9140,2,0,HVL__0__3632__RAIL__Rail_MTuWThF-XHol,160__0__149__TZM__613__613
6055,6017,2,240,1__1__260__TZM__237__237,23__0__167__TZM__244__244
SILV,8416,2,240,HVL__0__2618__RAIL__Rail_MTuWThF-XHol,115__0__109__TZM__506__2__506__2
MELL,9150,2,240,MEL__0__5644__RAIL__Rail_MTuWThF-XHol,145__0__119__TZM__406__2__406__2
TAIT2,9251,2,0,HVL__0__3858__RAIL__Rail_SaSu+Hol,120__0__739__TZM__506__506
6733,6730,2,120,7__0__419__TZM__211__211,23__0__413__TZM__105__1__105__1
PORI2,2003,2,0,KPL__0__6448__RAIL__Rail_SaSu+Hol,220__1__728__TZM__305__305
6720,7720,2,120,7__0__483__TZM__204__2__204__2,17__0__455__TZM__102__1__102__1
WATE2,9140,2,0,HVL__0__2634__RAIL__Rail_MTuWThF-XHol,160__0__119__TZM__607__607
7017,7017,2,120,23__1__446__TZM__110__1__110__1,1__0__493__TZM__113__1__113__1
8580,UPPE,2,240,112__1__128__TZM__525__525,HVL__1__3629__RAIL__Rail_MTuWThF-XHol
WAIK,1501,2,240,KPL__0__6214__RAIL__Rail_MTuWThF-XHol,280__0__111__UZM__808__808
7083,7083,2,120,18e__1__406__NBM__10__4__10__4,2__0__425__NBM__17__4__17__4
PETO2,9001,2,0,HVL__0__2618__RAIL__Rail_MTuWThF-XHol,150__0__109__TZM__415__1__415__1
PETO2,9001,2,0,HVL__0__2620__RAIL__Rail_MTuWThF-XHol,150__0__109__TZM__415__1__415__1
PETO2,9001,2,0,MEL__0__5606__RAIL__Rail_MTuWThF-XHol,150__0__109__TZM__415__1__415__1
5915,5915,2,0,21__0__229__NBM__209__2__209__2,22__0__231__NBM__31__6__31__6
2001,PORI1,2,0,226__0__113__TZM__304__2__304__2,KPL__1__6221__RAIL__Rail_MTuWThF-XHol
7026,7224,2,120,12__1__410__NBM__11__4__11__4,2__0__427__NBM__18__5__18__5
6081,6081,2,120,2__1__484__NBM__37__5__37__5,18e__0__423__NBM__30__4__30__4
PORI2,2001,2,0,KPL__0__6466__RAIL__Rail_SaSu+Hol,220__0__749__TZM__305__305
8140,WATE1,2,0,160__1__438__TZM__604__604,HVL__1__3847__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__104__TZM__306__2__306__2,KPL__1__7205__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__105__TZM__303__3__303__3,KPL__1__7205__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__105__TZM__303__4__303__4,KPL__1__7205__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,110__1__122__TZM__501__2__501__2,HVL__1__2619__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,260__1__130__UZM__604__2__604__2,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__424__TZM__418__418,HVL__1__3839__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6344__RAIL__Rail_MTuWThF-XHol,220__1__188__TZM__325__325
TAIT2,9251,2,0,HVL__0__3634__RAIL__Rail_MTuWThF-XHol,120__0__189__TZM__436__436
TAIT2,9251,2,0,HVL__0__4620__RAIL__Rail_MTuWThF-XHol,120__0__189__TZM__436__436
7083,7083,2,120,18__1__428__NBM__2__8__2__8,2__0__513__NBM__37__5__37__5
2001,PORI1,2,0,226__0__141__TZM__304__2__304__2,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__190__TZM__409__1__409__1,HVL__1__3641__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,29__1__706__TZM__112__112,7__1__716__TZM__106__106
6720,7720,2,120,7__0__407__TZM__104__1__104__1,17__0__403__TZM__102__1__102__1
2003,PORI1,2,0,226__0__403__TZM__307__1__307__1,KPL__1__6411__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,226__0__405__TZM__308__308,KPL__1__6411__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,262__1__142__UZM__3111__2__3111__2,KPL__1__6337__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__406__TZM__101__2__101__2,23__0__403__TZM__108__1__108__1
1001,PARA1,2,0,260__1__128__UZM__1410__1410,KPL__1__6317__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,260__1__128__UZM__1410__1__1410__1,KPL__1__6317__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__8224__RAIL__Rail_MTuWThF-XHol,210__0__139__TZM__322__322
PORI2,2001,2,0,KPL__0__8224__RAIL__Rail_MTuWThF-XHol,210__0__139__TZM__322__1__322__1
PORI2,2001,2,0,KPL__0__6344__RAIL__Rail_MTuWThF-XHol,210__0__139__TZM__322__322
PORI2,2001,2,0,KPL__0__6344__RAIL__Rail_MTuWThF-XHol,210__0__139__TZM__322__1__322__1
3000,3000,2,120,1__0__169__TZM__1__2__1__2,19__0__155__TZM__130__130
TAIT2,9251,2,0,HVL__0__3626__RAIL__Rail_MTuWThF-XHol,120__0__103__TZM__441__441
3081,3081,2,120,19__0__431__TZM__210__210,1__1__474__TZM__2__1__2__1
PORI2,2003,2,0,KPL__0__6328__RAIL__Rail_MTuWThF-XHol,226__0__139__TZM__315__315
PORI2,2003,2,0,KPL__0__6328__RAIL__Rail_MTuWThF-XHol,226__0__139__TZM__315__1__315__1
PORI2,2003,2,0,KPL__0__8272__RAIL__Rail_MTuWThF-XHol,226__0__139__TZM__315__315
PORI2,2003,2,0,KPL__0__8272__RAIL__Rail_MTuWThF-XHol,226__0__139__TZM__315__1__315__1
PARA2,1000,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol,250__0__133__UZM__205__1__205__1
PARA2,1001,2,240,KPL__0__6210__RAIL__Rail_MTuWThF-XHol,261__0__101__UZM__1033__1033
WATE2,9140,2,0,HVL__0__3862__RAIL__Rail_SaSu+Hol,160__0__451__TZM__602__1__602__1
8165,WATE1,2,0,150__1__414__TZM__409__409,HVL__1__3829__RAIL__Rail_SaSu+Hol
3081,3081,2,120,60__1__134__MNM__3051__3051,1__1__206__TZM__131__131
7083,7083,2,120,18e__1__710__NBM__2__7__2__7,2__0__729__NBM__31__4__31__4
6081,6081,2,120,2__1__460__NBM__25__4__25__4,18e__0__417__NBM__7__4__7__4
7017,7017,2,120,23__1__130__TZM__104__2__104__2,1__0__193__TZM__236__236
6733,6730,2,120,7__0__157__TZM__135__135,23__0__139__TZM__106__1__106__1
6720,7720,2,120,7__0__491__TZM__204__2__204__2,29__0__449__TZM__114__1__114__1
5915,5915,2,0,22__0__727__NBM__21__3__21__3,21__0__727__NBM__28__3__28__3
8251,TAIT1,2,0,120__1__412__TZM__403__1__403__1,HVL__1__3821__RAIL__Rail_SaSu+Hol
2002,PORI2,2,0,60__0__139__MNM__3072__3072,KPL__0__6320__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,250__0__723__UZM__4105__4105,KPL__1__6459__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,210__1__706__TZM__306__306,KPL__1__6423__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__2624__RAIL__Rail_MTuWThF-XHol,120__0__123__TZM__602__2__602__2
6036,6036,2,60,30x__0__113__NBM__59__1__59__1,28__0__115__NBM__48__1__48__1
6036,6036,2,60,30x__0__111__NBM__86__86,28__0__115__NBM__48__1__48__1
6036,6036,2,60,30x__0__111__NBM__86__1__86__1,28__0__115__NBM__48__1__48__1
2003,PORI1,2,0,210__1__714__TZM__306__306,KPL__1__6439__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__448__TZM__116__1__116__1,29__1__424__TZM__114__1__114__1
7720,7700,2,60,29__1__440__TZM__103__1__103__1,7__1__482__TZM__204__2__204__2
6055,6017,2,240,1__1__416__TZM__112__1__112__1,23__0__409__TZM__108__1__108__1
8580,UPPE,2,240,111__0__101__TZM__510__1__510__1,HVL__1__2609__RAIL__Rail_MTuWThF-XHol
6733,6730,2,120,7__0__495__TZM__204__2__204__2,23__0__453__TZM__110__1__110__1
7083,7083,2,120,18__1__422__NBM__40__3__40__3,2__0__493__NBM__25__4__25__4
2002,PORI1,2,0,230__1__114__TZM__305__2__305__2,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
WAIK,1501,2,240,KPL__0__6438__RAIL__Rail_SaSu+Hol,281__0__713__UZM__4102__4102
7017,7017,2,120,29__0__437__TZM__117__1__117__1,1__0__481__TZM__111__2__111__2
3081,3081,2,120,19e__0__105__TZM__211__2__211__2,1__1__114__TZM__219__219
3000,3000,2,120,1__0__749__TZM__111__1__111__1,19__0__725__TZM__205__205
TAIT2,9251,2,0,HVL__0__2636__RAIL__Rail_MTuWThF-XHol,120__0__139__TZM__410__1__410__1
PETO2,9001,2,0,HVL__0__3830__RAIL__Rail_SaSu+Hol,150__0__413__TZM__404__1__404__1
8580,UPPE,2,240,110__1__480__TZM__514__1__514__1,HVL__1__3857__RAIL__Rail_SaSu+Hol
WAIK,1501,2,240,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,280__0__147__UZM__1108__1108
PETO2,9001,2,0,HVL__0__2624__RAIL__Rail_MTuWThF-XHol,150__0__113__TZM__431__431
PETO2,9001,2,0,MEL__0__5612__RAIL__Rail_MTuWThF-XHol,150__0__113__TZM__431__431
1001,PARA1,2,0,260__1__118__UZM__504__3__504__3,KPL__1__6227__RAIL__Rail_MTuWThF-XHol
PARA2,1000,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,250__0__115__UZM__302__3__302__3
3081,3081,2,120,19__0__401__TZM__210__210,1__1__414__TZM__2__1__2__1
UPPE,8579,2,240,HVL__0__3626__RAIL__Rail_MTuWThF-XHol,112__0__125__TZM__503__2__503__2
UPPE,8579,2,240,HVL__0__3624__RAIL__Rail_MTuWThF-XHol,112__0__125__TZM__503__2__503__2
7017,7017,2,120,29__0__701__TZM__201__201,1__0__711__TZM__2__2
8580,UPPE,2,240,110__1__750__TZM__505__1__505__1,HVL__1__3865__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,112__1__112__TZM__525__525,HVL__1__2623__RAIL__Rail_MTuWThF-XHol
9525,TREN,2,240,114__0__101__TZM__507__1__507__1,HVL__1__2609__RAIL__Rail_MTuWThF-XHol
PETO2,9001,2,0,HVL__0__3652__RAIL__Rail_MTuWThF-XHol,150__0__155__TZM__431__431
3081,3081,2,120,60__1__706__MNM__1021__1021,1__1__724__TZM__1__1
1001,PARA1,2,0,260__1__412__UZM__4703__4703,KPL__1__6439__RAIL__Rail_SaSu+Hol
7017,7017,2,120,29__0__417__TZM__114__1__114__1,1__0__441__TZM__111__2__111__2
7083,7083,2,120,18e__1__418__NBM__7__4__7__4,2__0__473__NBM__23__4__23__4
3000,3000,2,120,1__0__489__TZM__206__1__206__1,19__0__443__TZM__210__210
8140,WATE1,2,0,170__0__179__TZM__614__614,HVL__1__3649__RAIL__Rail_MTuWThF-XHol
6081,6081,2,120,2__1__500__NBM__44__1__44__1,18e__0__427__NBM__30__4__30__4
3000,3000,2,120,1__0__407__TZM__202__1__202__1,60__0__407__MNM__2111__2111
PARA2,1001,2,240,KPL__0__6218__RAIL__Rail_MTuWThF-XHol,261__0__109__UZM__1207__1207
PARA2,1001,2,240,KPL__0__6218__RAIL__Rail_MTuWThF-XHol,261__0__109__UZM__1207__1__1207__1
2002,PORI2,2,0,60__0__719__MNM__1042__1042,KPL__0__6456__RAIL__Rail_SaSu+Hol
8297,TAIT1,2,0,121__1__116__TZM__426__426,HVL__1__2629__RAIL__Rail_MTuWThF-XHol
7017,7017,2,120,23__1__450__TZM__110__1__110__1,1__0__517__TZM__113__1__113__1
7720,7700,2,60,17__1__100__TZM__105__2__105__2,7__1__104__TZM__113__2__113__2
8580,UPPE,2,240,112__1__400__TZM__506__1__506__1,HVL__1__3815__RAIL__Rail_SaSu+Hol
6720,7720,2,120,7__0__725__TZM__106__106,29__0__713__TZM__112__112
WATE2,9140,2,0,HVL__0__3640__RAIL__Rail_MTuWThF-XHol,170__0__171__TZM__615__615
WATE2,9140,2,0,HVL__0__4624__RAIL__Rail_MTuWThF-XHol,170__0__171__TZM__615__615
6720,7720,2,120,7__0__191__TZM__152__152,17__0__141__TZM__105__2__105__2
6720,7720,2,120,7__0__193__TZM__154__154,17__0__141__TZM__105__2__105__2
2002,PORI1,2,0,230__1__124__TZM__308__1__308__1,KPL__1__6307__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6310__RAIL__Rail_MTuWThF-XHol,220__0__153__TZM__320__320
PARA2,1001,2,240,KPL__0__6430__RAIL__Rail_SaSu+Hol,261__0__409__UZM__4703__4703
7083,7083,2,120,18e__1__123__NBM__55__1__55__1,2__0__119__NBM__8__5__8__5
1501,WAIK,2,240,281__0__411__UZM__4702__4702,KPL__1__6437__RAIL__Rail_SaSu+Hol
PARA2,1001,2,240,KPL__0__6446__RAIL__Rail_SaSu+Hol,261__0__417__UZM__4703__4703
7017,7017,2,120,23__1__400__TZM__105__1__105__1,1__0__403__TZM__1__1__1__1
1501,WAIK,2,240,281__0__419__UZM__4702__4702,KPL__1__6453__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6236__RAIL__Rail_MTuWThF-XHol,220__1__132__TZM__306__2__306__2
3081,3081,2,120,19e__0__113__TZM__123__123,1__1__138__TZM__121__121
6081,6081,2,120,2__1__194__NBM__12__6__12__6,18__0__169__NBM__71__1__71__1
6081,6081,2,120,2__1__192__NBM__6__5__6__5,18__0__169__NBM__71__1__71__1
7017,7017,2,120,29__0__137__TZM__129__129,1__0__217__TZM__143__143
6055,6017,2,240,1__1__282__TZM__203__2__203__2,23__0__101__TZM__106__1__106__1
9416,SILV,2,240,115__0__115__TZM__524__524,HVL__1__2639__RAIL__Rail_MTuWThF-XHol
7036,7036,2,120,28__1__100__NBM__48__1__48__1,30x__1__102__NBM__69__1__69__1
9001,PETO1,2,0,150__1__118__TZM__405__2__405__2,MEL__1__5617__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__428__TZM__417__417,HVL__1__3829__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3816__RAIL__Rail_Sa,130__0__403__TZM__405__1__405__1
PORI2,2002,2,0,KPL__0__6452__RAIL__Rail_SaSu+Hol,236__0__715__TZM__304__304
TAIT2,9297,2,0,HVL__0__2618__RAIL__Rail_MTuWThF-XHol,121__0__113__TZM__409__1__409__1
8140,WATE1,2,0,160__1__718__TZM__603__603,HVL__1__3849__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6360__RAIL__Rail_MTuWThF-XHol,220__1__204__TZM__325__325
PORI2,2003,2,0,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,226__0__153__TZM__304__2__304__2
PORI1,2002,2,0,KPL__1__6219__RAIL__Rail_MTuWThF-XHol,60__1__172__MNM__3011__3011
6720,7720,2,120,7__0__489__TZM__104__1__104__1,17__0__445__TZM__114__1__114__1
7026,7224,2,120,12__1__726__NBM__9__3__9__3,2__0__791__NBM__40__2__40__2
PORI1,2002,2,0,KPL__1__6221__RAIL__Rail_MTuWThF-XHol,60__1__108__MNM__3031__3031
6224,6224,2,240,2__1__458__NBM__35__4__35__4,12__0__423__NBM__26__4__26__4
6733,6730,2,120,7__0__215__TZM__117__2__117__2,23__0__167__TZM__244__244
3000,3000,2,120,1__0__117__TZM__243__243,60__0__107__MNM__3041__3041
6055,6017,2,240,1__1__484__TZM__113__1__113__1,29__1__452__TZM__114__1__114__1
6733,6730,2,120,7__0__107__TZM__113__2__113__2,23__0__111__TZM__106__1__106__1
3081,3081,2,120,19__0__711__TZM__205__205,1__1__728__TZM__102__102
WAIK,1501,2,240,KPL__0__6424__RAIL__Rail_SaSu+Hol,280__0__407__UZM__4702__4702
8580,UPPE,2,240,110__1__202__TZM__515__515,HVL__1__3647__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,110__1__202__TZM__515__1__515__1,HVL__1__3647__RAIL__Rail_MTuWThF-XHol
UPPE,8579,2,240,HVL__0__3850__RAIL__Rail_SaSu+Hol,110__0__461__TZM__513__513
TAIT2,9251,2,0,HVL__0__3860__RAIL__Rail_SaSu+Hol,120__0__477__TZM__417__417
WAIK,1501,2,240,KPL__0__6440__RAIL__Rail_SaSu+Hol,280__0__415__UZM__4702__4702
2002,PORI1,2,0,230__1__408__TZM__303__2__303__2,KPL__1__6423__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__704__TZM__301__301,KPL__1__6423__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,226__0__433__TZM__307__1__307__1,KPL__1__6441__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6454__RAIL__Rail_SaSu+Hol,226__0__443__TZM__307__1__307__1
PORI2,2003,2,0,KPL__0__6226__RAIL__Rail_MTuWThF-XHol,220__1__114__TZM__307__2__307__2
3000,3000,2,120,1__0__263__TZM__1__2__1__2,60__0__161__MNM__3381__3381
